,indexID,ticker,porgFullName,secShortName,exchangeCD,tradeDate,preCloseIndex,openIndex,lowestIndex,highestIndex,closeIndex,turnoverVol,turnoverValue,CHG,CHGPct
401,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-08-26,1542.7755,1546.324,1494.8873,1555.0359,1497.3375,1072153000,66111394653,-45.438,-0.029452
402,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-08-27,1497.3375,1491.3405,1476.5555,1506.6457,1480.3135,1040080500,58225637132,-17.024,-0.01137
403,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-08-30,1480.3135,1487.8965,1463.403,1508.7841,1471.4549,1187558200,69044750194,-8.8586,-0.005984
404,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-08-31,1471.4549,1463.1299,1423.5114,1463.5577,1441.1734,1072986600,62148290260,-30.2815,-0.020579
405,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-09-01,1441.1734,1437.2638,1400.1594,1438.3776,1424.6642,1274849200,62190218473,-16.5092,-0.011455
406,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-09-02,1424.6642,1416.1576,1395.5062,1424.1718,1399.4817,1148871400,53149175718,-25.1825,-0.017676
407,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-09-03,1399.4817,1399.4653,1382.6425,1415.237,1400.8902,1139564400,54303637225,1.4085,0.001006
408,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-09-06,1400.8902,1398.2433,1393.5389,1441.7099,1438.9953,978565800,50305730257,38.1051,0.027201
409,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-09-07,1438.9953,1435.7342,1426.026,1443.3424,1438.5691,945268500,51064312997,-0.4262,-0.000296
410,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-09-08,1438.5691,1439.6636,1408.7209,1439.6636,1412.7232,990505600,50089986842,-25.8459,-0.017966
411,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-09-09,1412.7232,1414.073,1393.6076,1425.2845,1402.1908,941026700,46975512618,-10.5324,-0.007455
412,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-09-10,1402.1908,1398.3316,1392.2062,1431.7057,1426.814,1052301900,55580134910,24.6232,0.017561
413,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-09-13,1426.814,1426.5403,1384.0201,1426.7633,1384.4339,926590000,50564744294,-42.3801,-0.029703
414,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-09-14,1384.4339,1384.2827,1383.4105,1414.0915,1396.6687,974882300,51653707667,12.2348,0.008837
415,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-09-15,1396.6687,1395.6109,1378.9494,1395.9883,1384.5213,792433600,43589586772,-12.1474,-0.008697
416,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-09-16,1384.5213,1378.1767,1347.9022,1380.1621,1351.4252,912622600,47704416479,-33.0961,-0.023904
417,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-09-17,1351.4252,1349.342,1332.0953,1360.9092,1349.6848,872983900,45905528412,-1.7404,-0.001288
418,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-09-22,1349.6848,1338.0143,1335.5035,1361.2129,1355.2812,781899700,40621275606,5.5964,0.004146
419,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-09-23,1355.2812,1359.6721,1354.2102,1376.5717,1363.7869,735069800,38058800264,8.5057,0.006276
420,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-09-24,1363.7869,1362.9793,1359.845,1390.5031,1374.9995,716907000,39188780550,11.2126,0.008222
421,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-09-27,1374.9995,1386.5235,1354.2019,1397.1804,1368.6905,840243700,43661038139,-6.309,-0.004588
422,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-09-28,1368.6905,1362.3276,1350.794,1379.5922,1354.0959,585825800,32249890685,-14.5946,-0.010663
423,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-09-29,1354.0959,1344.8873,1336.5058,1356.6437,1345.7697,690371300,35658624806,-8.3262,-0.006149
424,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-09-30,1345.7697,1348.6497,1348.6497,1371.4941,1368.7158,548589600,31771115684,22.9461,0.017051
425,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-10-08,1368.7158,1378.5305,1361.0371,1388.0228,1364.4581,550278700,31614688004,-4.2577,-0.003111
426,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-10-11,1364.4581,1367.2126,1348.0499,1377.3116,1349.7707,514554300,31268013696,-14.6874,-0.010764
427,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-10-12,1349.7707,1348.2245,1312.4399,1355.9199,1319.3894,591576400,33115024273,-30.3813,-0.022508
428,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-10-13,1319.3894,1322.8884,1322.8884,1349.167,1344.7629,522368400,31080566725,25.3735,0.019231
429,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-10-14,1344.7629,1346.9885,1339.562,1356.2118,1347.268,561609700,30878604208,2.5051,0.001863
430,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-10-15,1347.268,1349.4048,1341.7523,1367.2346,1363.1635,672927400,38052889205,15.8955,0.011798
431,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-10-18,1363.1635,1366.5541,1338.8891,1366.5541,1352.5749,653644600,37979670438,-10.5886,-0.007768
432,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-10-19,1352.5749,1355.07,1352.0107,1369.1628,1366.7911,625497900,35742204530,14.2162,0.01051
433,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-10-20,1366.7911,1370.2134,1363.6535,1381.0631,1373.593,726001000,39490454471,6.8019,0.004977
434,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-10-21,1373.593,1374.6488,1355.9314,1379.1943,1362.4049,654572300,35526154285,-11.1881,-0.008145
435,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-10-22,1362.4049,1367.0587,1359.2732,1379.1876,1368.1361,672373100,37975476344,5.7312,0.004207
436,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-10-25,1368.1361,1366.2051,1359.6254,1381.2355,1380.3088,703496700,42113126249,12.1727,0.008897
437,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-10-26,1380.3088,1379.785,1372.6554,1389.4832,1376.1258,772080700,46384983677,-4.183,-0.00303
438,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-10-27,1376.1258,1371.7912,1354.3047,1374.3617,1361.8172,882322500,46287276919,-14.3086,-0.010398
439,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-10-28,1361.8172,1359.0729,1354.7179,1371.1742,1356.3747,888409800,47427890543,-5.4425,-0.003996
440,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-10-29,1356.3747,1363.25,1355.3709,1398.4168,1396.1952,821832800,50999073360,39.8205,0.029358
441,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-01,1396.1952,1398.5852,1392.4007,1415.5761,1404.2078,911209400,55378881937,8.0126,0.005739
442,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-02,1404.2078,1405.8651,1395.6992,1423.9262,1405.6405,980767200,55141910705,1.4327,0.00102
443,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-03,1405.6405,1408.1959,1386.3954,1416.4734,1399.5496,738388500,43143724386,-6.0909,-0.004333
444,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-04,1399.5496,1404.6586,1404.6586,1420.334,1410.7421,841102200,46770260781,11.1925,0.007997
445,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-05,1410.7421,1416.243,1396.0334,1418.8812,1396.7382,911594000,48447465368,-14.0039,-0.009927
446,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-08,1396.7382,1398.5658,1381.6178,1401.0456,1400.7951,808243900,45547620469,4.0569,0.002905
447,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-09,1400.7951,1404.8897,1397.8212,1422.8961,1420.5088,874973700,48290344945,19.7137,0.014073
448,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-10,1420.5088,1417.6609,1398.8821,1423.3063,1420.4519,870459300,48751038564,-0.0569,-4e-05
449,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-11,1420.4519,1418.4838,1416.1839,1443.6028,1437.1495,1020021600,57249078165,16.6976,0.011755
450,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-12,1437.1495,1432.7093,1425.581,1444.4057,1440.1567,1072791600,59031351941,3.0072,0.002092
451,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-15,1440.1567,1441.4073,1429.3163,1448.0286,1432.5994,1141589600,61527266128,-7.5573,-0.005248
452,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-16,1432.5994,1428.481,1418.1952,1438.6107,1421.2749,1030142900,52554665695,-11.3245,-0.007905
453,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-17,1421.2749,1420.9881,1414.1235,1438.8014,1436.1583,977522200,51587227800,14.8834,0.010472
454,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-18,1436.1583,1433.508,1417.1655,1433.635,1423.9704,1023962200,57006568885,-12.1879,-0.008486
455,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-19,1423.9704,1424.7587,1424.7587,1447.1857,1444.7839,938093700,52706234189,20.8135,0.014617
456,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-22,1444.7839,1449.4523,1449.3754,1483.4845,1479.9874,1121378200,67432278583,35.2035,0.024366
457,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-23,1479.9874,1477.6681,1473.5517,1485.7988,1476.2528,1057971400,62351543264,-3.7346,-0.002523
458,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-24,1476.2528,1477.9611,1471.6161,1489.7134,1472.2247,1006669300,59766566189,-4.0281,-0.002729
459,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-25,1472.2247,1472.6356,1465.6396,1477.7368,1468.072,980610900,55635892746,-4.1527,-0.002821
460,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-26,1468.072,1466.3632,1450.9315,1470.5331,1459.9317,910697900,55082466660,-8.1403,-0.005545
461,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-29,1459.9317,1448.4979,1444.3016,1474.4443,1471.2291,1043643200,65692939858,11.2974,0.007738
462,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-11-30,1471.2291,1477.8041,1463.1472,1479.926,1475.7129,1025626900,61559709266,4.4838,0.003048
463,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-01,1475.7129,1473.5206,1452.7528,1479.0866,1456.4829,896138400,57971666770,-19.23,-0.013031
464,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-02,1456.4829,1454.7395,1427.9764,1458.0848,1429.5001,904336400,53134454513,-26.9828,-0.018526
465,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-03,1429.5001,1432.2287,1431.5923,1444.9906,1444.8339,848974700,49199143832,15.3338,0.010727
466,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-06,1444.8339,1444.9333,1405.5084,1445.1648,1405.7709,923524300,52675883724,-39.063,-0.027036
467,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-07,1405.7709,1412.997,1380.5106,1415.0539,1389.437,873099400,49753478346,-16.3339,-0.011619
468,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-08,1389.437,1394.9886,1394.9886,1416.6852,1415.3738,715126600,43464660479,25.9368,0.018667
469,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-09,1415.3738,1417.3439,1410.1452,1438.4892,1434.5223,814597800,50724633789,19.1485,0.013529
470,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-10,1434.5223,1431.848,1424.9966,1442.6215,1435.7028,1030301800,65177424558,1.1805,0.000823
471,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-13,1435.7028,1439.1869,1434.1481,1450.8272,1445.7068,853648500,52692244311,10.004,0.006968
472,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-14,1445.7068,1445.0515,1435.8854,1451.6787,1439.4694,791495200,46923829789,-6.2374,-0.004314
473,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-15,1439.4694,1439.116,1424.769,1443.5514,1424.8995,823498700,52994807111,-14.5699,-0.010122
474,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-16,1424.8995,1425.5285,1419.7022,1436.0615,1425.9289,741400600,45586156575,1.0294,0.000722
475,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-17,1425.9289,1426.7922,1395.6431,1430.3917,1399.0594,805416200,47203642608,-26.8695,-0.018844
476,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-20,1399.0594,1389.1787,1363.1149,1401.3367,1363.9562,775140100,49468157664,-35.1032,-0.025091
477,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-21,1363.9562,1366.2729,1363.9685,1378.4886,1374.6495,678536700,39417534188,10.6933,0.00784
478,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-22,1374.6495,1378.3107,1373.5253,1386.2428,1375.0299,759866000,41126794178,0.3804,0.000277
479,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-23,1375.0299,1375.8297,1366.9899,1380.147,1375.9682,701669500,39277392722,0.9383,0.000682
480,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-24,1375.9682,1375.1782,1353.6535,1378.2987,1358.7302,763598100,43953080972,-17.238,-0.012528
481,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-27,1358.7302,1356.4098,1349.1108,1369.2119,1355.6358,635020200,37254102355,-3.0944,-0.002277
482,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-28,1355.6358,1355.6539,1355.6539,1370.3113,1369.6193,663627600,38673312160,13.9835,0.010315
483,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-29,1369.6193,1370.4936,1351.9984,1370.4936,1356.2141,630403600,36993070189,-13.4052,-0.009788
484,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-30,1356.2141,1355.9678,1355.4075,1381.4354,1375.5602,781684100,44883693416,19.3461,0.014265
485,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2021-12-31,1375.5602,1384.2783,1383.8355,1399.7538,1398.1941,784020800,46438686183,22.6339,0.016454
486,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-01-04,1398.1941,1403.3937,1361.4322,1405.5148,1364.9894,930256200,53289175337,-33.2047,-0.023748
487,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-01-05,1364.9894,1364.0143,1328.2901,1365.7661,1333.3348,900049700,51248062399,-31.6546,-0.02319
488,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-01-06,1333.3348,1327.6967,1309.8973,1331.4326,1320.935,795374000,45491782397,-12.3998,-0.0093
489,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-01-07,1320.935,1322.8916,1305.1409,1331.9148,1305.4918,911741600,48006858049,-15.4432,-0.011691
490,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-01-10,1305.4918,1306.5973,1291.4089,1323.1549,1318.2665,851736700,49356827246,12.7747,0.009785
491,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-01-11,1318.2665,1317.9239,1291.5074,1317.9274,1294.4038,803578500,48705084901,-23.8627,-0.018102
492,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-01-12,1294.4038,1298.6229,1298.6229,1317.523,1316.3531,889036300,54801854442,21.9493,0.016957
493,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-01-13,1316.3531,1319.1868,1294.6527,1319.1868,1294.6527,825110600,51538527249,-21.7004,-0.016485
494,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-01-14,1294.6527,1289.3818,1288.8503,1316.3277,1312.2923,997588800,60827015852,17.6396,0.013625
495,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-01-17,1312.2923,1317.385,1313.6157,1341.1732,1338.3172,1046228800,67043438400,26.0249,0.019832
496,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-01-18,1338.3172,1340.414,1328.4021,1362.4779,1342.356,1118255800,62509376314,4.0388,0.003018
497,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-01-19,1342.356,1340.7132,1318.3106,1343.3027,1324.0889,875306700,48702658329,-18.2671,-0.013608
498,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-01-20,1324.0889,1326.6377,1304.6922,1329.8129,1306.023,912282000,49500717264,-18.0659,-0.013644
499,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-01-21,1306.023,1304.1581,1288.7805,1308.4372,1290.4057,864836300,45936325969,-15.6173,-0.011958
500,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-01-24,1290.4057,1286.1386,1285.0377,1311.5068,1307.7417,703092100,41625125269,17.336,0.013435
501,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-01-25,1307.7417,1303.93,1276.196,1311.7283,1277.0039,823470600,42025406994,-30.7378,-0.023504
502,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-01-26,1277.0039,1281.5104,1261.9509,1289.4081,1276.3622,1513995400,43889405966,-0.6417,-0.000503
503,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-01-27,1276.3622,1274.6265,1239.4889,1280.2453,1240.5543,1118748200,41994952495,-35.8079,-0.028055
504,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-01-28,1240.5543,1253.942,1229.2236,1255.1908,1229.2236,906123800,37089018612,-11.3307,-0.009134
505,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-02-07,1229.2236,1247.5846,1230.7044,1263.9658,1233.6183,819967000,33876596597,4.3947,0.003575
506,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-02-08,1233.6183,1233.6572,1191.4926,1233.6572,1204.0542,821926200,34921999307,-29.5641,-0.023965
507,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-02-09,1204.0542,1204.241,1195.0854,1212.4495,1210.2863,861344100,36392738612,6.2321,0.005176
508,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-02-10,1210.2863,1214.9815,1182.3976,1215.2781,1188.1974,902055800,40602727373,-22.0889,-0.018251
509,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-02-11,1188.1974,1182.8686,1168.9044,1188.5179,1169.5896,897509600,37864107548,-18.6078,-0.015661
510,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-02-14,1169.5896,1161.8449,1148.7033,1179.8879,1169.4421,620563300,29024141822,-0.1475,-0.000126
511,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-02-15,1169.4421,1172.7707,1171.6756,1204.34,1203.1243,744095100,34578447290,33.6822,0.028802
512,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-02-16,1203.1243,1210.4158,1195.9717,1211.5529,1197.5615,708426500,32165254606,-5.5628,-0.004624
513,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-02-17,1197.5615,1196.5983,1191.4463,1217.4702,1207.8211,740291000,34088935467,10.2596,0.008567
514,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-02-18,1207.8211,1200.3428,1195.2398,1206.0129,1204.3705,639694800,29866344015,-3.4506,-0.002857
515,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-02-21,1204.3705,1207.1474,1191.8391,1212.4942,1193.6012,757672700,32960332337,-10.7693,-0.008942
516,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-02-22,1193.6012,1184.835,1168.5652,1186.7833,1183.9818,769676500,34764818367,-9.6194,-0.008059
517,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-02-23,1183.9818,1182.4218,1181.4023,1233.4417,1231.077,906858500,45910558536,47.0952,0.039777
518,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-02-24,1231.077,1226.9481,1199.0721,1240.3537,1214.9889,1133153000,51365988764,-16.0881,-0.013068
519,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-02-25,1214.9889,1231.5406,1230.6061,1253.4553,1240.8776,862074100,46247054185,25.8887,0.021308
520,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-02-28,1240.8776,1243.9803,1230.6454,1249.5852,1249.5852,981222700,50069597610,8.7076,0.007017
521,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-01,1249.5852,1254.5696,1232.0914,1259.677,1239.019,856830800,42394223284,-10.5662,-0.008456
522,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-02,1239.019,1233.1042,1216.4668,1233.9161,1230.2782,720866700,36213535916,-8.7408,-0.007055
523,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-03,1230.2782,1235.9584,1208.8194,1237.1979,1209.8187,762090500,39447162344,-20.4595,-0.01663
524,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-04,1209.8187,1201.1241,1197.8335,1228.1876,1203.0891,776777600,39930472638,-6.7296,-0.005562
525,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-07,1203.0891,1198.0119,1164.9814,1198.0119,1169.9825,818438500,41972092269,-33.1066,-0.027518
526,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-08,1169.9825,1167.5937,1135.5194,1179.1959,1137.0749,967231200,47418263838,-32.9076,-0.028127
527,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-09,1137.0749,1148.1814,1097.0722,1156.4004,1129.6471,1091741900,48790637558,-7.4278,-0.006532
528,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-10,1129.6471,1161.9879,1149.4154,1168.1394,1153.3575,1022893900,50046955570,23.7104,0.020989
529,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-11,1153.3575,1137.6069,1125.3437,1162.5962,1161.2101,1055323600,52556982618,7.8526,0.006808
530,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-14,1161.2101,1151.9658,1126.2614,1154.7026,1126.282,892350100,49002009517,-34.9281,-0.030079
531,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-15,1126.282,1115.1873,1093.4328,1142.81,1093.4328,1062202200,49802723254,-32.8492,-0.029166
532,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-16,1093.4328,1115.8404,1070.7745,1128.1155,1125.4845,1158998900,54132659090,32.0517,0.029313
533,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-17,1125.4845,1144.9754,1138.0115,1163.5062,1142.713,1198037100,58802348581,17.2285,0.015308
534,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-18,1142.713,1136.9841,1124.8531,1144.3212,1144.3212,859398800,42491108799,1.6082,0.001407
535,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-21,1144.3212,1143.5474,1137.8125,1160.7095,1152.3256,924288000,46531974243,8.0044,0.006995
536,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-22,1152.3256,1145.082,1131.875,1149.4688,1134.3184,1010014900,39676749074,-18.0072,-0.015627
537,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-23,1134.3184,1138.7304,1130.2245,1150.2031,1144.0887,899059300,37533051630,9.7703,0.008613
538,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-24,1144.0887,1135.8469,1121.6449,1141.7551,1134.57,813417100,36435083633,-9.5187,-0.00832
539,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-25,1134.57,1137.7967,1106.3626,1140.9204,1106.8627,733873900,33573881983,-27.7073,-0.024421
540,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-28,1106.8627,1097.8697,1085.2738,1101.3291,1090.7343,673443500,29905053728,-16.1284,-0.014571
541,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-29,1090.7343,1097.3573,1078.3421,1099.2434,1079.933,696610400,31442742848,-10.8013,-0.009903
542,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-30,1079.933,1084.7637,1084.7637,1112.6275,1112.5186,738217300,34920037079,32.5856,0.030174
543,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-03-31,1112.5186,1109.553,1086.9895,1109.553,1091.0588,749379000,33701363377,-21.4598,-0.019289
544,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-04-01,1091.0588,1085.3059,1074.7932,1095.4553,1089.1947,656332400,31147489768,-1.8641,-0.001709
545,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-04-06,1089.1947,1087.7552,1054.6987,1087.7552,1058.4927,759334000,35342580870,-30.702,-0.028188
546,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-04-07,1058.4927,1050.4342,1036.0738,1059.3597,1036.0738,719942200,30482509986,-22.4189,-0.02118
547,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-04-08,1036.0738,1032.8376,1017.1813,1039.0962,1027.2438,718517500,31345365771,-8.83,-0.008523
548,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-04-11,1027.2438,1022.9117,985.5852,1022.9117,988.7613,737660600,30848958697,-38.4825,-0.037462
549,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-04-12,988.7613,987.451,970.0519,994.8326,994.4384,664348500,30018158616,5.6771,0.005742
550,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-04-13,994.4384,989.6626,964.8323,989.6626,964.8323,572847800,26146132139,-29.6061,-0.029772
551,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-04-14,964.8323,972.2369,961.536,982.7034,975.574,662401800,33156219004,10.7417,0.011133
552,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-04-15,975.574,968.9073,955.7685,980.147,973.3632,672477400,30706156658,-2.2108,-0.002266
553,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-04-18,973.3632,969.0595,964.4929,1005.8905,1004.6079,708761100,30602442907,31.2447,0.0321
554,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-04-19,1004.6079,1002.9761,987.773,1010.5771,989.933,615875400,28189142665,-14.6749,-0.014608
555,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-04-20,989.933,988.751,973.0504,992.4669,973.5102,607859400,27981625148,-16.4228,-0.01659
556,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-04-21,973.5102,968.4769,954.8413,989.2479,957.7174,686545000,29289045594,-15.7928,-0.016223
557,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-04-22,957.7174,953.6411,940.2646,959.7311,942.0685,636002000,29501742216,-15.6489,-0.01634
558,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-04-25,942.0685,924.9594,884.3049,924.9594,884.3049,913603700,33579640145,-57.7636,-0.061316
559,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-04-26,884.3049,884.1803,865.6522,901.7612,868.0672,805953400,31634771487,-16.2377,-0.018362
560,000688.XSHG,000688,上海证券交易所,科创50,XSHG,2022-04-27,868.0672,857.3813,853.2135,910.0714,906.4327,928712200,36178188051,38.3655,0.044196
